AccessionName	Accession_ID	Surroundingcoverage	Windowcoverage	TDcopy
F1-203	3968	11.8580807741	24.9525593009	2.10426626166
F1-203	3968	11.8580807741	21.1710362047	1.78536785236
F1-203	3968	11.8580807741	22.6491885144	1.91002143989
F1-203	3968	11.8580807741	26.8426966292	2.26366282543
F1-203	3968	11.8580807741	27.0087390762	2.27766529768
F1-203	3968	11.8580807741	23.3657927591	1.97045316222
F1-203	3968	11.8580807741	22.2833957553	1.87917388824
F1-203	3968	11.8580807741	24.8751560549	2.09773879339
F1-203	3968	11.8580807741	25.5493133583	2.15459093635
F1-203	3968	11.8580807741	26.734082397	2.25450331351
F1-3	13184	17.0824725092	35.3196004994	2.06759299513
F1-3	13184	17.0824725092	37.2759051186	2.18211415816
F1-3	13184	17.0824725092	35.5031210986	2.0783362057
F1-3	13184	17.0824725092	30.986267166	1.81392167612
F1-3	13184	17.0824725092	29.7028714107	1.73879228518
F1-3	13184	17.0824725092	31.2684144819	1.83043844883
F1-3	13184	17.0824725092	34.063670412	1.99407143162
F1-3	13184	17.0824725092	39.2734082397	2.29904706234
F1-3	13184	17.0824725092	39.0549313358	2.28625752595
F1-3	13184	17.0824725092	32.7665418227	1.91813812697
F1-3	13184	17.0824725092	33.2359550562	1.94561735945
F1-3	13184	17.0824725092	33.2372034956	1.94569044252
F1-3	13184	17.0824725092	27.3495630462	1.60103070744
F1-3	13184	17.0824725092	22.6616729089	1.32660379794
F1-3	13184	17.0824725092	20.3583021223	1.19176554281
F1-3	13184	17.0824725092	22.0062421973	1.28823518876
F1-3	13184	17.0824725092	26.8489388265	1.57172439833
F1-3	13184	17.0824725092	27.2384519351	1.59452631465
F1-3	13184	17.0824725092	23.3008739076	1.36402232728
F1-3	13184	17.0824725092	21.847690387	1.27895363949
F1-3	13184	17.0824725092	23.734082397	1.38938215087
F1-3	13184	17.0824725092	24.9413233458	1.46005347484
F1-3	13184	17.0824725092	25.6017478152	1.49871441628
F1-3	13184	17.0824725092	24.7640449438	1.44967567959
F1-3	13184	17.0824725092	20.9463171036	1.22618766647
F1-3	13184	17.0824725092	21.3720349563	1.25110899168
F1-3	13184	17.0824725092	24.9575530587	1.46100355468
F1-3	13184	17.0824725092	28.6154806492	1.67513693547
F1-3	13184	17.0824725092	32.1360799001	1.88123117909
F1-3	13184	17.0824725092	31.9962546816	1.87304587579
F1-3	13184	17.0824725092	29.3907615481	1.7205215189
F1-3	13184	17.0824725092	26.7852684145	1.56799716201
F1-3	13184	17.0824725092	28.7540574282	1.68324915569
F1-3	13184	17.0824725092	30.5930087391	1.79090051061
F1-3	13184	17.0824725092	26.7952559301	1.56858182653
F1-3	13184	17.0824725092	25.5905118602	1.4980566687
F1-3	13184	17.0824725092	30.0699126092	1.76027870632
F1-3	13184	17.0824725092	30.5031210986	1.78563852992
F1-3	13184	17.0824725092	23.1897627965	1.35751793448
F1-3	13184	17.0824725092	25.9425717853	1.51866609306
F1-3	13184	17.0824725092	38.7627965044	2.26915608871
F1-3	13184	17.0824725092	42.3995006242	2.48204705738
F1-3	13184	17.0824725092	39.2184769039	2.29583140748
F1-3	13184	17.0824725092	28.2559300874	1.65408901271
F1-3	13184	17.0824725092	20.1285892634	1.17831825882
F1-3	13184	17.0824725092	25.8339575531	1.51230786639
F1-3	13184	17.0824725092	30.3458177278	1.77643006371
F1-3	13184	17.0824725092	30.7103620474	1.79777031873
F1-3	13184	17.0824725092	29.038701623	1.69991209454
F1-3	13184	17.0824725092	26.9737827715	1.57903270484
F1-3	13184	17.0824725092	22.4581772784	1.31469125833
F1-3	13184	17.0824725092	16.5255930087	0.967400532907
F1-3	13184	17.0824725092	17.5361757106	1.02655957451
F1-3	13184	17.0824725092	29.9909560724	1.75565662736
F1-3	13184	17.0824725092	48.4731585518	2.83759616916
F1-3	13184	17.0824725092	63.784019975	3.73388687971
F1-3	13184	17.0824725092	61.0337078652	3.57288488727
F1-3	13184	17.0824725092	46.6242197253	2.72936014973
F1-3	13184	17.0824725092	40.6329588015	2.37863452025
F1-3	13184	17.0824725092	41.2072409488	2.4122527302
F1-3	13184	17.0824725092	44.2771535581	2.59196398732
F1-3	13184	17.0824725092	50.6666666667	2.96600311457
F1-3	13184	17.0824725092	53.2384519351	3.1165542287
F1-3	13184	17.0824725092	41.9850187266	2.45778347977
F1-3	13184	17.0824725092	29.1622971286	1.70714731799
F1-3	13184	17.0824725092	26.2896379526	1.53898318516
F1-3	13184	17.0824725092	25.4981273408	1.49264852188
F1-3	13184	17.0824725092	26.0511860175	1.52502431972
F1-3	13184	17.0824725092	24.9850187266	1.46261138212
F1-3	13184	17.0824725092	25.9213483146	1.51742368095
F1-3	13184	17.0824725092	34.2921348315	2.00744563254
F1-3	13184	17.0824725092	41.5280898876	2.43103507794
F1-3	13184	17.0824725092	51.4282147316	3.01058378429
F1-3	13184	17.0824725092	58.8264669164	3.44367402815
F1-3	13184	17.0824725092	55.5642946317	3.25270797901
F1-3	13184	17.0824725092	50.2122347066	2.93940087886
F1-3	13184	17.0824725092	48.6629213483	2.84870479506
F1-3	13184	17.0824725092	51.0461922597	2.98822036636
F1-3	13184	17.0824725092	50.9725343321	2.98390846552
F1-3	13184	17.0824725092	48.2571785268	2.8249527989
F1-3	13184	17.0824725092	47.1747815231	2.76158978144
F1-3	13184	17.0824725092	47.3982521848	2.7746716501
F1-3	13184	17.0824725092	47.0199750312	2.75252748137
F1-3	13184	17.0824725092	51.8189762797	3.03345878367
F1-3	13184	17.0824725092	52.0024968789	3.04420199424
F1-3	13184	17.0824725092	43.2284644195	2.53057421262
F1-3	13184	17.0824725092	36.556803995	2.14001831265
F1-3	13184	17.0824725092	30.3782771536	1.77833022341
F1-3	13184	17.0824725092	27.4694132335	1.60804668169
F1-3	13184	17.0824725092	27.1335830212	1.58838733718
F1-3	13184	17.0824725092	28.9737827715	1.69611177515
F1-3	13184	17.0824725092	28.7215980025	1.681348996
F1-3	13184	17.0824725092	25.9013732834	1.51625435191
F1-3	13184	17.0824725092	23.9400749064	1.40144085662
F1-3	13184	17.0824725092	21.1647940075	1.23897720287
F1-3	13184	17.0824725092	25.088639201	1.46867727652
F1-3	13184	17.0824725092	38.1098626717	2.23093364565
F1-3	13184	17.0824725092	45.2846441948	2.65094202086
F1-3	13184	17.0824725092	42.4269662921	2.48365488482
F1-3	13184	17.0824725092	46.9001248439	2.74551150712
F1-3	13184	17.0824725092	55.986267166	3.27741005501
F1-3	13184	17.0824725092	57.6666666667	3.37577986066
F1-3	13184	17.0824725092	51.7265917603	3.02805063685
F1-3	13184	17.0824725092	47.152309613	2.76027428627
F1-3	13184	17.0824725092	44.3970037453	2.59897996157
F1-3	13184	17.0824725092	44.0287141074	2.57742045736
F1-3	13184	17.0824725092	54.8901373283	3.21324312384
F1-3	13184	17.0824725092	58.2571785268	3.41034815046
F1-3	13184	17.0824725092	50.695380774	2.96768402506
F1-3	13184	17.0824725092	45.0986267166	2.64005264416
F1-3	13184	17.0824725092	39.1847690387	2.29385816472
F1-3	13184	17.0824725092	30.9400749064	1.81121760271
F1-3	13184	17.0824725092	33.9600499376	1.98800553722
F1-3	13184	17.0824725092	41.1498127341	2.40889090921
F1-3	13184	17.0824725092	35.6029962547	2.08418285091
F1-3	13184	17.0824725092	34.2846441948	2.00700713415
F1-3	13184	17.0824725092	33.0661672909	1.9356780626
F1-3	13184	17.0824725092	29.8464419476	1.74719683767
F1-3	13184	17.0824725092	31.3595505618	1.83577351259
F1-3	13184	17.0824725092	27.8426966292	1.62989851816
F1-3	13184	17.0824725092	24.2397003745	1.41898079224
F1-3	13184	17.0824725092	24.1960049938	1.41642288496
F1-3	13184	17.0824725092	24.0599250936	1.40845683087
F1-3	13184	17.0824725092	26.443196005	1.54797240217
F1-3	13184	17.0824725092	35.7627965044	2.09353748324
F1-7	3541	21.2444185272	40.0624219725	1.88578576163
F1-7	3541	21.2444185272	36.7315855181	1.72899933557
F1-7	3541	21.2444185272	41.074906367	1.93344460403
F1-7	3541	21.2444185272	46.3645443196	2.18243414195
F1-7	3541	21.2444185272	45.1747815231	2.12643059472
F1-7	3541	21.2444185272	46.1510611735	2.17238523683
F1-7	3541	21.2444185272	50.3807740325	2.37148284233
F1-7	3541	21.2444185272	51.2921348315	2.41438167705
F1-7	3541	21.2444185272	45.177278402	2.12654812577
F1-7	3541	21.2444185272	39.6404494382	1.8659230135
F1-7	3541	21.2444185272	37.4382022472	1.76226062386
F1-7	3541	21.2444185272	34.9313358302	1.64425944563
F1-7	3541	21.2444185272	36.695380774	1.72729513529
F1-7	3541	21.2444185272	41.7465667915	1.96506045756
F1-7	3541	21.2444185272	44.6392009988	2.10122018363
F1-7	3541	21.2444185272	44.4369538077	2.09170016826
